index,pollster,date,sampleSize,marginError,dvalue,rvalue,state,type,year,winner,Type,level_0
10,NBC News,7/9/2024,800,3.5,43,45,national,national_Biden,2024,ongoing,national_Biden,9
18,Forbes/HarrisX,7/15/2024,1918,2.2,49,51,national,national_Biden,2024,ongoing,national_Biden,10
19,Morning Consult,7/14/2024,11328,1,42,44,national,national_Biden,2024,ongoing,national_Biden,11
24,Emerson,7/8/2024,1370,2.6,43,46,national,national_Biden,2024,ongoing,national_Biden,12
25,ABC News/Wash Post,7/9/2024,2041,2,46,46,national,national_Biden,2024,ongoing,national_Biden,13
26,Morning Consult,7/7/2024,11323,1,42,44,national,national_Biden,2024,ongoing,national_Biden,14
27,Wall Street Journal,7/2/2024,1500,2.5,42,48,national,national_Biden,2024,ongoing,national_Biden,15
28,NY Times/Siena,7/2/2024,1532,2.3,43,49,national,national_Biden,2024,ongoing,national_Biden,16
29,Yahoo News,7/1/2024,1171,2.9,43,45,national,national_Biden,2024,ongoing,national_Biden,17
30,CBS News,7/2/2024,2826,2.3,48,50,national,national_Biden,2024,ongoing,national_Biden,18
31,Reuters/Ipsos,7/2/2024,892,3.5,40,40,national,national_Biden,2024,ongoing,national_Biden,19
32,Harvard-Harris,6/30/2024,2090,,48,52,national,national_Biden,2024,ongoing,national_Biden,20
33,CNN,6/30/2024,1045,3.7,43,49,national,national_Biden,2024,ongoing,national_Biden,21
34,Morning Consult,6/30/2024,10679,1,43,44,national,national_Biden,2024,ongoing,national_Biden,22
35,SurveyUSA,6/28/2024,2315,2.5,43,45,national,national_Biden,2024,ongoing,national_Biden,23
36,Forbes/HarrisX,6/30/2024,1500,2.5,48,52,national,national_Biden,2024,ongoing,national_Biden,24
37,Data for Progress (D)**,6/28/2024,1011,3,45,48,national,national_Biden,2024,ongoing,national_Biden,25
38,Morning Consult,6/28/2024,2068,2,45,44,national,national_Biden,2024,ongoing,national_Biden,26
39,I&amp;I/TIPP,6/28/2024,1244,2.8,43,41,national,national_Biden,2024,ongoing,national_Biden,27
40,NY Times/Siena,6/25/2024,1226,3.5,44,48,national,national_Biden,2024,ongoing,national_Biden,28
41,Quinnipiac,6/24/2024,1405,2.6,45,49,national,national_Biden,2024,ongoing,national_Biden,29
42,Morning Consult,6/23/2024,10159,1,44,44,national,national_Biden,2024,ongoing,national_Biden,30
43,Rasmussen Reports,6/20/2024,1000,3,40,49,national,national_Biden,2024,ongoing,national_Biden,31
44,CBS News,6/21/2024,1881,3.4,49,50,national,national_Biden,2024,ongoing,national_Biden,32
45,FOX News,6/17/2024,1095,3,50,48,national,national_Biden,2024,ongoing,national_Biden,33
46,Morning Consult,6/16/2024,10132,1,44,43,national,national_Biden,2024,ongoing,national_Biden,34
47,NPR/PBS/Marist,6/12/2024,1184,3.8,49,49,national,national_Biden,2024,ongoing,national_Biden,35
48,Reuters/Ipsos,6/11/2024,930,3,39,41,national,national_Biden,2024,ongoing,national_Biden,36
49,Daily Kos/Civiqs,6/11/2024,1140,3.1,45,45,national,national_Biden,2024,ongoing,national_Biden,37
50,Morning Consult,6/9/2024,10260,1,44,43,national,national_Biden,2024,ongoing,national_Biden,38
51,CBS News,6/7/2024,1359,,49,50,national,national_Biden,2024,ongoing,national_Biden,39
52,Emerson,6/5/2024,1000,3,45,46,national,national_Biden,2024,ongoing,national_Biden,40
53,Yahoo News,6/6/2024,1239,,46,44,national,national_Biden,2024,ongoing,national_Biden,41
54,Morning Consult,6/2/2024,10404,1,43,44,national,national_Biden,2024,ongoing,national_Biden,42
55,Morning Consult,5/31/2024,2200,,45,44,national,national_Biden,2024,ongoing,national_Biden,43
56,Forbes/HarrisX,5/31/2024,1006,3.1,49,51,national,national_Biden,2024,ongoing,national_Biden,44
57,Reuters/Ipsos,5/31/2024,2135,2,41,39,national,national_Biden,2024,ongoing,national_Biden,45
58,I&amp;I/TIPP,5/31/2024,1675,2.5,41,41,national,national_Biden,2024,ongoing,national_Biden,46
59,Rasmussen Reports,5/30/2024,1080,3,43,48,national,national_Biden,2024,ongoing,national_Biden,47
60,Morning Consult,5/28/2024,10721,1,42,44,national,national_Biden,2024,ongoing,national_Biden,48
61,Emerson,5/23/2024,1000,2.9,44,46,national,national_Biden,2024,ongoing,national_Biden,49
62,NPR/PBS/Marist,5/23/2024,1122,3.7,50,48,national,national_Biden,2024,ongoing,national_Biden,50
63,Quinnipiac,5/20/2024,1374,2.6,48,47,national,national_Biden,2024,ongoing,national_Biden,51
64,Morning Consult,5/19/2024,10172,1,43,44,national,national_Biden,2024,ongoing,national_Biden,52
65,Harvard-Harris,5/16/2024,1660,,47,53,national,national_Biden,2024,ongoing,national_Biden,53
66,FOX News,5/13/2024,1126,4,48,49,national,national_Biden,2024,ongoing,national_Biden,54
67,Yahoo News,5/13/2024,1202,,45,45,national,national_Biden,2024,ongoing,national_Biden,55
68,Morning Consult,5/12/2024,10243,1,43,44,national,national_Biden,2024,ongoing,national_Biden,56
69,Marquette,5/15/2024,811,4.6,50,50,national,national_Biden,2024,ongoing,national_Biden,57
70,Reuters/Ipsos,5/14/2024,3208,2,40,40,national,national_Biden,2024,ongoing,national_Biden,58
71,Morning Consult,5/5/2024,9918,1,43,44,national,national_Biden,2024,ongoing,national_Biden,59
72,I&amp;I/TIPP,5/3/2024,1264,2.8,42,40,national,national_Biden,2024,ongoing,national_Biden,60
73,ABC News/Ipsos,4/30/2024,,,46,45,national,national_Biden,2024,ongoing,national_Biden,61
74,Morning Consult,4/28/2024,10109,1,43,43,national,national_Biden,2024,ongoing,national_Biden,62
75,Harvard-Harris,4/25/2024,1961,,48,52,national,national_Biden,2024,ongoing,national_Biden,63
76,NPR/PBS/Marist,4/25/2024,1109,3.7,50,48,national,national_Biden,2024,ongoing,national_Biden,64
77,CNN,4/23/2024,967,3.8,43,49,national,national_Biden,2024,ongoing,national_Biden,65
78,Quinnipiac,4/22/2024,1429,2.6,46,46,national,national_Biden,2024,ongoing,national_Biden,66
79,Morning Consult,4/21/2024,9791,1,44,43,national,national_Biden,2024,ongoing,national_Biden,67
80,Marist,4/18/2024,1047,3.6,51,48,national,national_Biden,2024,ongoing,national_Biden,68
81,Emerson,4/17/2024,1308,2.6,43,46,national,national_Biden,2024,ongoing,national_Biden,69
82,Morning Consult,4/17/2024,7990,1,42,42,national,national_Biden,2024,ongoing,national_Biden,70
83,Daily Kos/Civiqs,4/16/2024,1161,3,44,45,national,national_Biden,2024,ongoing,national_Biden,71
84,NBC News,4/16/2024,1000,3,44,46,national,national_Biden,2024,ongoing,national_Biden,72
85,Yahoo News,4/15/2024,1171,,44,44,national,national_Biden,2024,ongoing,national_Biden,73
86,NY Times/Siena,4/11/2024,1059,3.5,46,47,national,national_Biden,2024,ongoing,national_Biden,74
87,Morning Consult,4/7/2024,6236,1,43,44,national,national_Biden,2024,ongoing,national_Biden,75
88,Reuters/Ipsos,4/7/2024,833,4,41,37,national,national_Biden,2024,ongoing,national_Biden,76
89,I&amp;I/TIPP,4/5/2024,1265,2.8,43,40,national,national_Biden,2024,ongoing,national_Biden,77
90,Emerson,4/3/2024,1438,2.5,45,46,national,national_Biden,2024,ongoing,national_Biden,78
91,Rasmussen Reports,4/2/2024,1099,3,41,49,national,national_Biden,2024,ongoing,national_Biden,79
92,Morning Consult,3/31/2024,6018,1,44,42,national,national_Biden,2024,ongoing,national_Biden,80
93,Data for Progress (D)**,3/29/2024,1200,3,47,46,national,national_Biden,2024,ongoing,national_Biden,81
94,NPR/PBS/Marist,3/28/2024,1199,3.7,50,48,national,national_Biden,2024,ongoing,national_Biden,82
95,Forbes/HarrisX,3/25/2024,1010,3.1,50,50,national,national_Biden,2024,ongoing,national_Biden,83
96,FOX News,3/25/2024,1094,3,45,50,national,national_Biden,2024,ongoing,national_Biden,84
97,Quinnipiac,3/25/2024,1407,2.6,48,45,national,national_Biden,2024,ongoing,national_Biden,85
98,Marquette,3/28/2024,868,4.3,50,50,national,national_Biden,2024,ongoing,national_Biden,86
99,Morning Consult,3/24/2024,5833,1,44,43,national,national_Biden,2024,ongoing,national_Biden,87
100,Harvard-Harris,3/21/2024,2111,,49,51,national,national_Biden,2024,ongoing,national_Biden,88
101,CNBC,3/19/2024,1001,3.1,45,46,national,national_Biden,2024,ongoing,national_Biden,89
102,Morning Consult,3/17/2024,5777,1,43,43,national,national_Biden,2024,ongoing,national_Biden,90
103,Grinnell/Selzer,3/17/2024,715,3.7,38,45,national,national_Biden,2024,ongoing,national_Biden,91
104,Economist/YouGov,3/12/2024,1367,3.5,42,44,national,national_Biden,2024,ongoing,national_Biden,92
105,Daily Kos/Civiqs,3/12/2024,1324,2.8,45,44,national,national_Biden,2024,ongoing,national_Biden,93
106,Reuters/Ipsos,3/13/2024,3356,1.8,50,48,national,national_Biden,2024,ongoing,national_Biden,94
107,Yahoo News,3/11/2024,990,,44,46,national,national_Biden,2024,ongoing,national_Biden,95
108,Forbes/HarrisX,3/10/2024,2017,2.2,48,52,national,national_Biden,2024,ongoing,national_Biden,96
109,Morning Consult,3/10/2024,6300,1,43,44,national,national_Biden,2024,ongoing,national_Biden,97
110,Rasmussen Reports,3/7/2024,912,3,41,49,national,national_Biden,2024,ongoing,national_Biden,98
111,Emerson,3/6/2024,1350,2.6,51,49,national,national_Biden,2024,ongoing,national_Biden,99
112,Economist/YouGov,3/5/2024,1450,3.2,42,44,national,national_Biden,2024,ongoing,national_Biden,100
113,Morning Consult,3/3/2024,6334,1,44,43,national,national_Biden,2024,ongoing,national_Biden,101
114,CBS News,3/1/2024,1436,,48,52,national,national_Biden,2024,ongoing,national_Biden,102
115,I&amp;I/TIPP,3/1/2024,1246,2.8,43,42,national,national_Biden,2024,ongoing,national_Biden,103
116,NY Times/Siena,2/28/2024,980,3.5,44,48,national,national_Biden,2024,ongoing,national_Biden,104
117,FOX News,2/28/2024,1262,2.5,47,49,national,national_Biden,2024,ongoing,national_Biden,105
118,Forbes/HarrisX,2/28/2024,3021,1.8,48,52,national,national_Biden,2024,ongoing,national_Biden,106
119,Economist/YouGov,2/27/2024,1498,3.2,44,44,national,national_Biden,2024,ongoing,national_Biden,107
120,Wall Street Journal,2/28/2024,1500,2.5,45,47,national,national_Biden,2024,ongoing,national_Biden,108
121,Morning Consult,2/25/2024,6224,1,43,44,national,national_Biden,2024,ongoing,national_Biden,109
122,Harvard-Harris,2/22/2024,2022,,47,53,national,national_Biden,2024,ongoing,national_Biden,110
123,Economist/YouGov,2/20/2024,1360,3.2,42,43,national,national_Biden,2024,ongoing,national_Biden,111
124,HarrisX**,2/22/2024,3024,1.8,48,52,national,national_Biden,2024,ongoing,national_Biden,112
125,Morning Consult,2/19/2024,6321,1,41,45,national,national_Biden,2024,ongoing,national_Biden,113
126,Quinnipiac,2/19/2024,1421,2.6,49,45,national,national_Biden,2024,ongoing,national_Biden,114
127,Rasmussen Reports,2/15/2024,868,3,41,47,national,national_Biden,2024,ongoing,national_Biden,115
128,HarrisX**,2/16/2024,3024,1.8,46,54,national,national_Biden,2024,ongoing,national_Biden,116
129,Emerson,2/14/2024,1225,2.7,44,45,national,national_Biden,2024,ongoing,national_Biden,117
130,Economist/YouGov,2/13/2024,1470,3.1,44,44,national,national_Biden,2024,ongoing,national_Biden,118
131,Marquette,2/15/2024,787,4.5,49,51,national,national_Biden,2024,ongoing,national_Biden,119
132,Morning Consult,2/11/2024,6164,1,42,43,national,national_Biden,2024,ongoing,national_Biden,120
133,Economist/YouGov,2/6/2024,1399,3,43,44,national,national_Biden,2024,ongoing,national_Biden,121
134,Morning Consult,2/6/2024,6138,1,40,45,national,national_Biden,2024,ongoing,national_Biden,122
135,I&amp;I/TIPP,2/2/2024,1266,2.8,41,43,national,national_Biden,2024,ongoing,national_Biden,123
136,NPR/PBS/Marist,2/1/2024,1441,3.6,48,47,national,national_Biden,2024,ongoing,national_Biden,124
137,CNN,1/30/2024,1212,3.4,45,49,national,national_Biden,2024,ongoing,national_Biden,125
138,NBC News,1/30/2024,1000,3.1,42,47,national,national_Biden,2024,ongoing,national_Biden,126
139,Quinnipiac,1/29/2024,1650,2.4,50,44,national,national_Biden,2024,ongoing,national_Biden,127
140,Yahoo News,1/29/2024,1069,,44,45,national,national_Biden,2024,ongoing,national_Biden,128
141,Emerson,1/29/2024,1260,2.7,45,46,national,national_Biden,2024,ongoing,national_Biden,129
142,Economist/YouGov,1/30/2024,1486,2.9,43,42,national,national_Biden,2024,ongoing,national_Biden,130
143,Daily Kos/Civiqs,1/30/2024,1217,2.9,44,44,national,national_Biden,2024,ongoing,national_Biden,131
